Raw Data
-2.8253
-2.6291
-2.5898
-3.0215
-2.8253
-2.5898
-2.2759
-2.6291
-2.0405
-2.2367
-2.3936
-2.8645
-2.6291
-2.5506
-2.3544
-2.5898
-2.9822
-2.6291
-2.5898
-2.8253
-2.9038
-2.6291
-2.4721
-2.3152
-2.4329
-2.5898
-3.3354
-2.943
-2.786
-2.2759
-2.7076
-2.8645
-2.9822
-2.6683
-2.9822
-2.9038
-2.6683
-2.8253
-2.9822
-2.4329
-2.4329
-2.6683
-2.786
-2.9822
-2.6291
-3.1
-2.6291
-2.4721
-2.3544
-2.6683
-2.786
-2.786
-2.7076
-2.786
-2.6291
-2.4329
-2.786
-2.5114
-2.2367
-2.6683
-2.786
-2.3544
-2.3152
-2.786
-3.1
-3.0607
-2.943
-2.4721
-2.7076
-2.3152
-2.4329
-2.5506
-2.943
-2.7076
-2.7076
-2.5898
-2.5506
-2.4721
-2.5506
-2.6291
-2.5898
-3.0215
-2.7468
-2.5898
-2.5506
-2.7076
-2.8645
-3.1784
-3.1
-3.4139
-2.7076
-2.8645
-2.2759
-2.3936
-2.5114
-2.9038
-2.9038
-2.7076
-2.3936
-2.6683
-2.9822
-2.8253
-2.5114
-2.9822
-3.1
-2.7468
-2.5898
-2.5506
-2.6291
-2.9822
-3.2962
-2.7468
-2.7076
-2.3152
-2.3544
-2.9038
-3.0215
-2.943
-2.4329
-2.119
-2.9038
-3.0607
-3.2177
-2.8645
-2.6683
-2.5898
-2.5898
-2.3152
-2.7076
-2.5506
-2.5114
-2.8645
-2.943
-2.7076
-2.4329
-2.7076
-2.7468
-3.1392
-2.5506
-2.3936
-2.5898
-2.4721
-2.8645
-2.6291
-2.3544
-2.3936
-2.786
-2.9822
-2.9038
-3.0607
-3.0215
-2.9038
-2.4329
-2.6683
-3.1
-3.1784
-2.8645
-2.6683
-2.6683
-2.5898
-2.6683
-2.3936
-2.6683
-2.6683
-3.2177
-2.8253
-2.7468
-2.4329
-2.6683
-2.3936
-2.6683
-2.8645
-3.1392
-3.0607
-2.7468
-2.5898
-2.7468
-3.0215
-2.8253
-2.6291
-2.5506
-2.6683
-2.9822
-2.5898
-2.3544
-2.5114
-2.786
-3.4139
-2.943
-2.5506
-2.786
-2.7468
-2.4721
-2.7076
-2.9822
-3.4139
-2.8253
-3.1784
-2.7076
-2.8253
-3.2962
-2.7468
-2.9822
-2.4721
-2.4721
-2.5898
-2.6683
-2.7468
-3.0215
-2.786
-3.1
-2.9038
-2.8645
-2.6291
-2.786
-3.0215
-2.5898
-2.7076
-2.7076
-2.8253
-2.7468
-2.786
-2.6291
-2.6683
-2.4721
-2.5898
-3.1392
-3.5316
-2.9822
-2.5506
-2.2759
-2.7468
-2.943
-3.2962
-3.0607
-2.8253
-2.786
-2.943
-2.5506
-2.4721
-2.7076
-2.9038
-2.9822
-2.7076
-3.0215
-2.6683
-2.786
-2.8645
-3.3354
-2.943
-2.7468
-2.3936
-2.3936
-2.4721
-2.4721
-3.1
-3.4139
-2.7076
-3.1
-2.943
-2.7076
-2.4329
-2.9038
-2.8645
-2.4329
-2.5114
-2.8253
-3.3354
-3.1
-2.786
-2.7076
-2.943
-2.4329
-2.4329
-2.8253
-3.3746
-3.1
-3.1784
-3.0607
-2.5898
-2.5114
-2.6683
-2.943
-2.9038
-2.7468
-2.7076
-3.2177
-2.7468
-2.5506
-2.2367
-2.5114
-3.1
-3.1392
-2.9822
-3.1784
-3.0215
-2.6291
-2.5506
-2.6683
-2.7076
-2.8253
-2.6291
-2.9822
-3.1392
-2.6683
-2.943
-2.5114
-2.5114
-2.7468
-2.6683
-2.8645
-3.6493
-2.9038
-2.5114
-2.3544
-2.7076
-3.1784
-3.2569
-2.7076
-3.0215
-3.1
-2.5114
-2.5898
-2.5506
-2.6683
-2.3936
-2.8253
-2.5506
-3.0215
-2.9038
-2.9038
-2.3152
-2.6291
-2.9822
-3.0215
-2.8253
-2.8645
-2.6291
-3.0215
-2.6291
-2.6291
-3.1784
-2.8645
-2.6291
-2.9822
-2.943
-2.9822
-2.5898
-2.2367
-2.6683
-2.6683
-3.3746
-2.943
-2.9038
-2.8253
-2.6683
-2.3152
-2.7076
-3.1
-2.5898
-3.3354
-3.0215
-2.6683
-3.1
-3.0215
-2.7076
-3.1784
-2.786
-2.786
-2.3152
-2.3544
-2.9038
-2.8645
-2.8645
-2.9822
-3.0215
-2.8645
-2.4721
-2.7076
-2.2759
-2.6683
-2.4721
-2.8645
-3.1
-2.786
-2.7076
-2.4329
-2.5898
-2.786
-2.943
-3.1
-2.7076
-2.6683
-2.943
-2.5898
-2.6291
-2.9038
-3.0215
-2.943
-2.8253
-2.5114
-2.786
-3.1
-2.9038
-2.5114
-2.6291
-3.0607
-2.943
-2.9038
-2.6683
-2.7076
-2.786
-3.2962
-2.8253
-2.6683
-2.5114
-2.786
-2.7468
-3.3746
-2.786
-2.4721
-2.3544
-2.8645
-3.2569
-2.6683
-2.7468
-3.0215
-3.0215
-2.5898
-2.5114
-2.8253
-2.6291
-2.2759
-2.6683
-2.786
-2.8253
-2.943
-3.3354
-2.943
-2.3936
-2.3152
-3.0215
-2.5114
-2.5898
-2.7468
-3.0215
-2.9822
-2.5898
-2.3152
-2.8253
-2.786
-2.2759
-2.786
-2.7468
-3.4139
-2.8645
-2.8253
-2.3544
-2.5114
-2.9038
-2.9038
-2.8253
-2.943
-2.9822
-2.7468
-2.5506
-2.6291
-3.0607
-3.1784
-2.786
-2.5898
-3.1784
-2.8253
-2.7468
-2.6291
-2.9038
-2.786
-2.8645
-3.0215
-2.5898
-2.5898
-2.4329
-2.8253
-2.8253
-2.8253
-3.0607
-2.943
-2.786
-2.786
-2.6683
-2.5506
-2.943
-2.7468
-2.7076
-2.9038
-2.7468
-3.0607
-2.943
-2.9822
-2.5114
-2.5898
-2.6683
-2.9038
-2.9038
-3.1
-2.9822
-2.8645
-2.4329
-2.8253
-3.1784
-3.1
-2.5506
-2.786
-3.1784
-2.7468
-2.5506
-2.2367
-2.6291
-2.786
